table,src_res,src_x,src_y,dst_res,dst_x,dst_y,codeword,owner,owner_evidence,reason
rrg_edges_full.csv,RMUX21,20,10,RMUX92,20,11,0;9,X20Y9_RMUX69,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,11,RMUX86,20,11,6;8,X20Y10_RMUX69,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,11,RMUX92,20,11,1;9,X20Y8_RMUX69,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,12,RMUX86,20,12,6;8,X20Y11_RMUX69,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,3,RMUX86,20,3,6;8,X20Y2_RMUX69,11,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,3,RMUX92,20,4,0;9,X20Y2_RMUX69,41,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,4,RMUX86,20,4,6;8,X20Y3_RMUX69,21,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,4,RMUX92,20,4,1;9,X20Y1_RMUX69,65,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,4,RMUX92,20,5,0;9,X20Y3_RMUX69,77,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,5,RMUX86,20,5,6;8,X20Y4_RMUX69,12,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,5,RMUX92,20,5,1;9,X20Y2_RMUX69,65,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,5,RMUX92,20,6,0;9,X20Y4_RMUX69,27,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,6,RMUX86,20,6,6;8,X20Y5_RMUX69,6,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,6,RMUX92,20,6,1;9,X20Y3_RMUX69,50,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,6,RMUX92,20,7,0;9,X20Y5_RMUX69,22,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,7,RMUX86,20,7,6;8,X20Y6_RMUX69,6,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,7,RMUX92,20,7,1;9,X20Y4_RMUX69,24,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,7,RMUX92,20,8,0;9,X20Y6_RMUX69,12,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,8,RMUX86,20,8,6;8,X20Y7_RMUX69,5,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,8,RMUX92,20,8,1;9,X20Y5_RMUX69,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,8,RMUX92,20,9,0;9,X20Y7_RMUX69,23,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,9,RMUX86,20,9,6;8,X20Y8_RMUX69,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,20,9,RMUX92,20,9,1;9,X20Y6_RMUX69,46,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,3,2,RMUX92,3,3,0;9,X3Y1_RMUX69,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,3,4,RMUX86,3,3,3;9,X3Y3_RMUX69,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,3,4,RMUX86,3,4,6;8,X3Y3_RMUX69,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,4,2,RMUX92,4,3,0;9,X4Y1_RMUX69,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,4,3,RMUX86,4,3,6;8,X4Y2_RMUX69,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,5,2,RMUX86,5,2,6;8,X5Y1_RMUX69,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,5,4,RMUX86,5,4,6;8,X5Y3_RMUX69,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,6,2,RMUX92,6,3,0;9,X6Y1_RMUX69,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,6,4,RMUX86,6,4,6;8,X6Y3_RMUX69,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,7,2,RMUX86,7,2,6;8,X7Y1_RMUX69,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,7,3,RMUX86,7,3,6;8,X7Y2_RMUX69,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,8,2,RMUX86,8,2,6;8,X8Y1_RMUX69,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,8,3,RMUX86,8,3,6;8,X8Y2_RMUX69,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,8,4,RMUX86,8,4,6;8,X8Y3_RMUX69,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,9,2,RMUX92,9,3,0;9,X9Y1_RMUX69,8,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,9,3,RMUX86,9,3,6;8,X9Y2_RMUX69,5,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX21,9,4,RMUX86,9,4,6;8,X9Y3_RMUX69,6,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,1,1,RMUX01,1,1,5;9,X1Y4_RMUX73,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,10,1,RMUX00,10,1,5;9,X10Y4_RMUX73,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,10,1,RMUX01,10,1,5;9,X10Y4_RMUX73,58,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,11,1,RMUX00,11,1,5;9,X11Y4_RMUX73,18,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,11,1,RMUX01,11,1,5;9,X11Y4_RMUX73,73,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,12,1,RMUX00,12,1,5;9,X12Y4_RMUX73,8,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,12,1,RMUX01,12,1,5;9,X12Y4_RMUX73,62,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,14,1,RMUX01,14,1,5;9,X14Y4_RMUX73,39,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,14,2,RMUX01,14,2,5;9,X14Y5_RMUX73,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,14,3,RMUX01,14,3,5;9,X14Y6_RMUX73,27,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,14,4,RMUX01,14,4,5;9,X14Y7_RMUX73,23,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,14,5,RMUX00,14,4,6;9,X14Y8_RMUX73,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,14,5,RMUX01,14,5,5;9,X14Y8_RMUX73,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,14,6,RMUX01,14,6,5;9,X14Y9_RMUX73,15,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,14,7,RMUX00,14,4,6;9,X14Y8_RMUX73,2,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,14,7,RMUX01,14,7,5;9,X14Y10_RMUX73,22,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,14,8,RMUX01,14,8,5;9,X14Y11_RMUX73,19,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,14,9,RMUX01,14,9,5;9,X14Y12_RMUX73,18,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,1,RMUX00,15,1,5;9,X15Y4_RMUX73,25,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,1,RMUX01,15,1,5;9,X15Y4_RMUX73,47,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,10,RMUX00,15,7,6;9,X15Y11_RMUX73,12,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,11,RMUX00,15,8,6;9,X15Y12_RMUX73,6,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,2,RMUX00,15,1,6;9,X15Y5_RMUX73,29,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,2,RMUX00,15,2,5;9,X15Y5_RMUX73,15,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,2,RMUX01,15,2,5;9,X15Y5_RMUX73,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,3,RMUX00,15,2,6;9,X15Y6_RMUX73,29,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,3,RMUX00,15,3,5;9,X15Y6_RMUX73,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,3,RMUX01,15,3,5;9,X15Y6_RMUX73,34,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,4,RMUX00,15,1,6;9,X15Y5_RMUX73,29,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,4,RMUX00,15,3,6;9,X15Y7_RMUX73,33,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,4,RMUX00,15,4,5;9,X15Y7_RMUX73,18,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,4,RMUX01,15,4,5;9,X15Y7_RMUX73,22,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,5,RMUX00,15,2,6;9,X15Y6_RMUX73,29,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,5,RMUX00,15,4,6;9,X15Y8_RMUX73,31,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,5,RMUX00,15,5,5;9,X15Y8_RMUX73,15,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,5,RMUX01,15,5,5;9,X15Y8_RMUX73,46,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,6,RMUX00,15,3,6;9,X15Y7_RMUX73,33,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,6,RMUX00,15,5,6;9,X15Y9_RMUX73,21,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,6,RMUX00,15,6,5;9,X15Y9_RMUX73,8,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,6,RMUX01,15,6,5;9,X15Y9_RMUX73,37,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,7,RMUX00,15,4,6;9,X15Y8_RMUX73,31,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,7,RMUX00,15,6,6;9,X15Y10_RMUX73,19,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,7,RMUX00,15,7,5;9,X15Y10_RMUX73,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,7,RMUX01,15,7,5;9,X15Y10_RMUX73,28,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,8,RMUX00,15,5,6;9,X15Y9_RMUX73,21,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,8,RMUX00,15,7,6;9,X15Y11_RMUX73,12,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,8,RMUX00,15,8,5;9,X15Y11_RMUX73,11,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,8,RMUX01,15,8,5;9,X15Y11_RMUX73,24,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,9,RMUX00,15,6,6;9,X15Y10_RMUX73,19,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,9,RMUX00,15,8,6;9,X15Y12_RMUX73,6,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,9,RMUX00,15,9,5;9,X15Y12_RMUX73,6,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,15,9,RMUX01,15,9,5;9,X15Y12_RMUX73,32,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,1,RMUX00,16,1,5;9,X16Y4_RMUX73,29,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,1,RMUX01,16,1,5;9,X16Y4_RMUX73,46,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,10,RMUX00,16,7,6;9,X16Y11_RMUX73,13,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,11,RMUX00,16,8,6;9,X16Y12_RMUX73,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,2,RMUX00,16,1,6;9,X16Y5_RMUX73,32,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,2,RMUX00,16,2,5;9,X16Y5_RMUX73,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,2,RMUX01,16,2,5;9,X16Y5_RMUX73,18,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,3,RMUX00,16,2,6;9,X16Y6_RMUX73,37,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,3,RMUX00,16,3,5;9,X16Y6_RMUX73,15,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,3,RMUX01,16,3,5;9,X16Y6_RMUX73,28,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,4,RMUX00,16,1,6;9,X16Y5_RMUX73,32,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,4,RMUX00,16,3,6;9,X16Y7_RMUX73,29,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,4,RMUX00,16,4,5;9,X16Y7_RMUX73,12,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,4,RMUX01,16,4,5;9,X16Y7_RMUX73,26,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,5,RMUX00,16,2,6;9,X16Y6_RMUX73,37,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,5,RMUX00,16,4,6;9,X16Y8_RMUX73,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,5,RMUX00,16,5,5;9,X16Y8_RMUX73,13,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,5,RMUX01,16,5,5;9,X16Y8_RMUX73,36,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,6,RMUX00,16,3,6;9,X16Y7_RMUX73,29,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,6,RMUX00,16,5,6;9,X16Y9_RMUX73,13,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,6,RMUX00,16,6,5;9,X16Y9_RMUX73,12,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,6,RMUX01,16,6,5;9,X16Y9_RMUX73,31,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,7,RMUX00,16,4,6;9,X16Y8_RMUX73,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,7,RMUX00,16,6,6;9,X16Y10_RMUX73,8,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,7,RMUX00,16,7,5;9,X16Y10_RMUX73,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,7,RMUX01,16,7,5;9,X16Y10_RMUX73,29,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,8,RMUX00,16,5,6;9,X16Y9_RMUX73,13,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,8,RMUX00,16,7,6;9,X16Y11_RMUX73,13,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,8,RMUX00,16,8,5;9,X16Y11_RMUX73,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,8,RMUX01,16,8,5;9,X16Y11_RMUX73,30,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,9,RMUX00,16,6,6;9,X16Y10_RMUX73,8,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,9,RMUX00,16,8,6;9,X16Y12_RMUX73,3,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,9,RMUX00,16,9,5;9,X16Y12_RMUX73,11,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,16,9,RMUX01,16,9,5;9,X16Y12_RMUX73,26,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,1,RMUX00,17,1,5;9,X17Y4_RMUX73,33,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,1,RMUX01,17,1,5;9,X17Y4_RMUX73,43,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,10,RMUX00,17,7,6;9,X17Y11_RMUX73,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,11,RMUX00,17,8,6;9,X17Y12_RMUX73,12,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,2,RMUX00,17,1,6;9,X17Y5_RMUX73,37,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,2,RMUX00,17,2,5;9,X17Y5_RMUX73,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,2,RMUX01,17,2,5;9,X17Y5_RMUX73,17,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,3,RMUX00,17,2,6;9,X17Y6_RMUX73,23,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,3,RMUX00,17,3,5;9,X17Y6_RMUX73,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,3,RMUX01,17,3,5;9,X17Y6_RMUX73,27,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,4,RMUX00,17,1,6;9,X17Y5_RMUX73,37,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,4,RMUX00,17,3,6;9,X17Y7_RMUX73,34,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,4,RMUX00,17,4,5;9,X17Y7_RMUX73,12,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,4,RMUX01,17,4,5;9,X17Y7_RMUX73,21,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,5,RMUX00,17,2,6;9,X17Y6_RMUX73,23,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,5,RMUX00,17,4,6;9,X17Y8_RMUX73,31,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,5,RMUX00,17,5,5;9,X17Y8_RMUX73,17,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,5,RMUX01,17,5,5;9,X17Y8_RMUX73,33,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,6,RMUX00,17,3,6;9,X17Y7_RMUX73,34,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,6,RMUX00,17,5,6;9,X17Y9_RMUX73,18,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,6,RMUX00,17,6,5;9,X17Y9_RMUX73,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,6,RMUX01,17,6,5;9,X17Y9_RMUX73,25,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,7,RMUX00,17,4,6;9,X17Y8_RMUX73,31,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,7,RMUX00,17,6,6;9,X17Y10_RMUX73,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,7,RMUX00,17,7,5;9,X17Y10_RMUX73,15,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,7,RMUX01,17,7,5;9,X17Y10_RMUX73,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,8,RMUX00,17,5,6;9,X17Y9_RMUX73,18,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,8,RMUX00,17,7,6;9,X17Y11_RMUX73,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,8,RMUX00,17,8,5;9,X17Y11_RMUX73,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,8,RMUX01,17,8,5;9,X17Y11_RMUX73,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,9,RMUX00,17,6,6;9,X17Y10_RMUX73,9,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,9,RMUX00,17,8,6;9,X17Y12_RMUX73,12,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,9,RMUX00,17,9,5;9,X17Y12_RMUX73,6,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,17,9,RMUX01,17,9,5;9,X17Y12_RMUX73,19,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,1,RMUX00,18,1,5;9,X18Y4_RMUX73,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,1,RMUX01,18,1,5;9,X18Y4_RMUX73,85,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,10,RMUX00,18,7,6;9,X18Y11_RMUX73,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,11,RMUX00,18,8,6;9,X18Y12_RMUX73,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,2,RMUX00,18,1,6;9,X18Y5_RMUX73,31,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,2,RMUX00,18,2,5;9,X18Y5_RMUX73,15,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,2,RMUX01,18,2,5;9,X18Y5_RMUX73,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,3,RMUX00,18,2,6;9,X18Y6_RMUX73,24,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,3,RMUX00,18,3,5;9,X18Y6_RMUX73,28,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,3,RMUX01,18,3,5;9,X18Y6_RMUX73,26,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,4,RMUX00,18,1,6;9,X18Y5_RMUX73,31,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,4,RMUX00,18,3,6;9,X18Y7_RMUX73,47,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,4,RMUX00,18,4,5;9,X18Y7_RMUX73,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,4,RMUX01,18,4,5;9,X18Y7_RMUX73,13,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,5,RMUX00,18,2,6;9,X18Y6_RMUX73,24,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,5,RMUX00,18,4,6;9,X18Y8_RMUX73,68,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,5,RMUX00,18,5,5;9,X18Y8_RMUX73,16,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,5,RMUX01,18,5,5;9,X18Y8_RMUX73,20,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,6,RMUX00,18,3,6;9,X18Y7_RMUX73,47,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,6,RMUX00,18,5,6;9,X18Y9_RMUX73,17,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,6,RMUX00,18,6,5;9,X18Y9_RMUX73,13,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,6,RMUX01,18,6,5;9,X18Y9_RMUX73,14,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,7,RMUX00,18,4,6;9,X18Y8_RMUX73,68,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,7,RMUX00,18,6,6;9,X18Y10_RMUX73,17,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,7,RMUX00,18,7,5;9,X18Y10_RMUX73,11,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,7,RMUX01,18,7,5;9,X18Y10_RMUX73,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,8,RMUX00,18,5,6;9,X18Y9_RMUX73,17,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,8,RMUX00,18,7,6;9,X18Y11_RMUX73,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,8,RMUX00,18,8,5;9,X18Y11_RMUX73,13,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,8,RMUX01,18,8,5;9,X18Y11_RMUX73,13,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,9,RMUX00,18,6,6;9,X18Y10_RMUX73,17,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,9,RMUX00,18,8,6;9,X18Y12_RMUX73,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,9,RMUX00,18,9,5;9,X18Y12_RMUX73,4,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,18,9,RMUX01,18,9,5;9,X18Y12_RMUX73,7,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,19,1,RMUX00,19,1,5;9,X19Y4_RMUX73,28,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,19,1,RMUX01,19,1,5;9,X19Y4_RMUX73,42,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,19,10,RMUX00,19,7,6;9,X19Y11_RMUX73,10,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,19,11,RMUX00,19,8,6;9,X19Y12_RMUX73,5,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,19,2,RMUX00,19,1,6;9,X19Y5_RMUX73,35,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,19,2,RMUX00,19,2,5;9,X19Y5_RMUX73,13,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,19,2,RMUX01,19,2,5;9,X19Y5_RMUX73,11,codeword attributed to a uniquely vendor-used member
rrg_edges_full.csv,RMUX25,19,3,RMUX00,19,2,6;9,X19Y6_RMUX73,34,codeword attributed to a uniquely vendor-used member
