x,y,mux,sel_index,byte,mask
8,5,SeamMUX1,2,64507,8
8,5,SeamMUX1,3,64507,16
8,5,SeamMUX1,4,64507,32
8,5,SeamMUX1,5,64507,64
8,5,SeamMUX10,0,65434,16
8,5,SeamMUX10,1,65434,8
8,5,SeamMUX10,2,65434,4
8,5,SeamMUX10,3,65434,2
8,5,SeamMUX10,4,65434,1
8,5,SeamMUX10,5,65435,128
8,5,SeamMUX11,0,65666,16
8,5,SeamMUX11,1,65666,8
8,5,SeamMUX11,2,65666,4
8,5,SeamMUX11,3,65666,2
8,5,SeamMUX11,4,65666,1
8,5,SeamMUX11,5,65667,128
8,5,SeamMUX2,0,64739,2
8,5,SeamMUX2,1,64739,4
8,5,SeamMUX2,2,64739,8
8,5,SeamMUX2,3,64739,16
8,5,SeamMUX2,4,64739,32
8,5,SeamMUX2,5,64739,64
8,5,SeamMUX3,0,65203,2
8,5,SeamMUX3,1,65203,4
8,5,SeamMUX3,2,65203,8
8,5,SeamMUX3,3,65203,16
8,5,SeamMUX3,4,65203,32
8,5,SeamMUX3,5,65203,64
8,5,SeamMUX4,0,65435,2
8,5,SeamMUX4,1,65435,4
8,5,SeamMUX4,2,65435,8
8,5,SeamMUX4,3,65435,16
8,5,SeamMUX4,4,65435,32
8,5,SeamMUX4,5,65435,64
8,5,SeamMUX5,0,65667,2
8,5,SeamMUX5,1,65667,4
8,5,SeamMUX5,2,65667,8
8,5,SeamMUX5,3,65667,16
8,5,SeamMUX5,4,65667,32
8,5,SeamMUX5,5,65667,64
8,5,SeamMUX6,0,64274,16
8,5,SeamMUX6,1,64274,8
8,5,SeamMUX6,2,64274,4
8,5,SeamMUX6,3,64274,2
8,5,SeamMUX6,4,64274,1
8,5,SeamMUX6,5,64275,128
8,5,SeamMUX7,0,64506,16
8,5,SeamMUX7,1,64506,8
8,5,SeamMUX7,2,64506,4
8,5,SeamMUX7,3,64506,2
8,5,SeamMUX7,4,64506,1
8,5,SeamMUX7,5,64507,128
8,5,SeamMUX8,0,64738,16
8,5,SeamMUX8,1,64738,8
8,5,SeamMUX8,2,64738,4
8,5,SeamMUX8,3,64738,2
8,5,SeamMUX8,4,64738,1
8,5,SeamMUX8,5,64739,128
8,5,SeamMUX9,0,65202,16
8,5,SeamMUX9,1,65202,8
8,5,SeamMUX9,2,65202,4
8,5,SeamMUX9,3,65202,2
8,5,SeamMUX9,4,65202,1
8,5,SeamMUX9,5,65203,128
9,5,BBMUXS0,0,64272,16
9,5,BBMUXS0,1,64388,16
9,5,BBMUXS0,2,64272,32
9,5,BBMUXS0,3,64388,32
9,5,BBMUXS0,4,64272,64
9,5,BBMUXS0,5,64388,64
9,5,BBMUXS0,6,64272,128
9,5,BBMUXS0,7,64388,128
9,5,BBMUXS0,8,64387,4
9,5,BBMUXS1,0,64504,16
9,5,BBMUXS1,1,64620,16
9,5,BBMUXS1,2,64504,32
9,5,BBMUXS1,3,64620,32
9,5,BBMUXS1,4,64504,64
9,5,BBMUXS1,5,64620,64
9,5,BBMUXS1,6,64504,128
9,5,BBMUXS1,7,64620,128
9,5,BBMUXS1,8,64619,4
9,5,BBMUXS10,0,65428,2
9,5,BBMUXS10,1,65544,2
9,5,BBMUXS10,2,65428,1
9,5,BBMUXS10,3,65544,1
9,5,BBMUXS10,4,65429,128
9,5,BBMUXS10,5,65545,128
9,5,BBMUXS10,6,65429,64
9,5,BBMUXS10,7,65545,64
9,5,BBMUXS10,8,65545,8
9,5,BBMUXS11,0,65660,2
9,5,BBMUXS11,1,65776,2
9,5,BBMUXS11,2,65660,1
9,5,BBMUXS11,3,65776,1
9,5,BBMUXS11,4,65661,128
9,5,BBMUXS11,5,65777,128
9,5,BBMUXS11,6,65661,64
9,5,BBMUXS11,7,65777,64
9,5,BBMUXS11,8,65777,8
9,5,BBMUXS2,0,64736,16
9,5,BBMUXS2,1,64852,16
9,5,BBMUXS2,2,64736,32
9,5,BBMUXS2,3,64852,32
9,5,BBMUXS2,4,64736,64
9,5,BBMUXS2,5,64852,64
9,5,BBMUXS2,6,64736,128
9,5,BBMUXS2,7,64852,128
9,5,BBMUXS2,8,64851,4
9,5,BBMUXS3,0,65200,16
9,5,BBMUXS3,1,65316,16
9,5,BBMUXS3,2,65200,32
9,5,BBMUXS3,3,65316,32
9,5,BBMUXS3,4,65200,64
9,5,BBMUXS3,5,65316,64
9,5,BBMUXS3,6,65200,128
9,5,BBMUXS3,7,65316,128
9,5,BBMUXS3,8,65315,4
9,5,BBMUXS4,0,65432,16
9,5,BBMUXS4,1,65548,16
9,5,BBMUXS4,2,65432,32
9,5,BBMUXS4,3,65548,32
9,5,BBMUXS4,4,65432,64
9,5,BBMUXS4,5,65548,64
9,5,BBMUXS4,6,65432,128
9,5,BBMUXS4,7,65548,128
9,5,BBMUXS4,8,65547,4
9,5,BBMUXS5,0,65664,16
9,5,BBMUXS5,1,65780,16
9,5,BBMUXS5,2,65664,32
9,5,BBMUXS5,3,65780,32
9,5,BBMUXS5,4,65664,64
9,5,BBMUXS5,5,65780,64
9,5,BBMUXS5,6,65664,128
9,5,BBMUXS5,7,65780,128
9,5,BBMUXS5,8,65779,4
9,5,BBMUXS6,0,64268,2
9,5,BBMUXS6,1,64384,2
9,5,BBMUXS6,2,64268,1
9,5,BBMUXS6,3,64384,1
9,5,BBMUXS6,4,64269,128
9,5,BBMUXS6,5,64385,128
9,5,BBMUXS6,6,64269,64
9,5,BBMUXS6,7,64385,64
9,5,BBMUXS6,8,64385,8
9,5,BBMUXS7,0,64500,2
9,5,BBMUXS7,1,64616,2
9,5,BBMUXS7,2,64500,1
9,5,BBMUXS7,3,64616,1
9,5,BBMUXS7,4,64501,128
9,5,BBMUXS7,5,64617,128
9,5,BBMUXS7,6,64501,64
9,5,BBMUXS7,7,64617,64
9,5,BBMUXS7,8,64617,8
9,5,BBMUXS8,0,64732,2
9,5,BBMUXS8,1,64848,2
9,5,BBMUXS8,2,64732,1
9,5,BBMUXS8,3,64848,1
9,5,BBMUXS8,4,64733,128
9,5,BBMUXS8,5,64849,128
9,5,BBMUXS8,6,64733,64
9,5,BBMUXS8,7,64849,64
9,5,BBMUXS8,8,64849,8
9,5,BBMUXS9,0,65196,2
9,5,BBMUXS9,1,65312,2
9,5,BBMUXS9,2,65196,1
9,5,BBMUXS9,3,65312,1
9,5,BBMUXS9,4,65197,128
9,5,BBMUXS9,5,65313,128
9,5,BBMUXS9,6,65197,64
9,5,BBMUXS9,7,65313,64
9,5,BBMUXS9,8,65313,8
9,5,InputMUX0,0,64268,4
9,5,InputMUX1,0,64500,4
9,5,InputMUX10,0,65428,16
9,5,InputMUX11,0,65660,16
9,5,InputMUX2,0,64732,4
9,5,InputMUX3,0,65196,4
9,5,InputMUX4,0,65428,4
9,5,InputMUX5,0,65660,4
9,5,InputMUX6,0,64268,16
9,5,InputMUX7,0,64500,16
9,5,InputMUX8,0,64732,16
9,5,InputMUX9,0,65196,16
9,5,SeamMUX0,0,64271,32
9,5,SeamMUX0,1,64271,64
9,5,SeamMUX0,2,64271,128
9,5,SeamMUX0,3,64270,1
9,5,SeamMUX0,4,64270,2
9,5,SeamMUX0,5,64270,4
9,5,SeamMUX1,0,64503,32
9,5,SeamMUX1,1,64503,64
9,5,SeamMUX1,2,64503,128
9,5,SeamMUX1,3,64502,1
9,5,SeamMUX1,4,64502,2
9,5,SeamMUX1,5,64502,4
9,5,SeamMUX10,0,65429,1
9,5,SeamMUX10,1,65430,128
9,5,SeamMUX10,2,65430,64
9,5,SeamMUX10,3,65430,32
9,5,SeamMUX10,4,65430,16
9,5,SeamMUX10,5,65430,8
9,5,SeamMUX11,0,65661,1
9,5,SeamMUX11,1,65662,128
9,5,SeamMUX11,2,65662,64
9,5,SeamMUX11,3,65662,32
9,5,SeamMUX11,4,65662,16
9,5,SeamMUX11,5,65662,8
9,5,SeamMUX2,0,64735,32
9,5,SeamMUX2,1,64735,64
9,5,SeamMUX2,2,64735,128
9,5,SeamMUX2,3,64734,1
9,5,SeamMUX2,4,64734,2
9,5,SeamMUX2,5,64734,4
9,5,SeamMUX3,0,65199,32
9,5,SeamMUX3,1,65199,64
9,5,SeamMUX3,2,65199,128
9,5,SeamMUX3,3,65198,1
9,5,SeamMUX3,4,65198,2
9,5,SeamMUX3,5,65198,4
9,5,SeamMUX4,0,65431,32
9,5,SeamMUX4,1,65431,64
9,5,SeamMUX4,2,65431,128
9,5,SeamMUX4,3,65430,1
9,5,SeamMUX4,4,65430,2
9,5,SeamMUX4,5,65430,4
9,5,SeamMUX5,0,65663,32
9,5,SeamMUX5,1,65663,64
9,5,SeamMUX5,2,65663,128
9,5,SeamMUX5,3,65662,1
9,5,SeamMUX5,4,65662,2
9,5,SeamMUX5,5,65662,4
9,5,SeamMUX6,0,64269,1
9,5,SeamMUX6,1,64270,128
9,5,SeamMUX6,2,64270,64
9,5,SeamMUX6,3,64270,32
9,5,SeamMUX6,4,64270,16
9,5,SeamMUX6,5,64270,8
9,5,SeamMUX7,0,64501,1
9,5,SeamMUX7,1,64502,128
9,5,SeamMUX7,2,64502,64
9,5,SeamMUX7,3,64502,32
9,5,SeamMUX7,4,64502,16
9,5,SeamMUX7,5,64502,8
9,5,SeamMUX8,0,64733,1
9,5,SeamMUX8,1,64734,128
9,5,SeamMUX8,2,64734,64
9,5,SeamMUX8,3,64734,32
9,5,SeamMUX8,4,64734,16
9,5,SeamMUX8,5,64734,8
9,5,SeamMUX9,0,65197,1
9,5,SeamMUX9,1,65198,128
9,5,SeamMUX9,2,65198,64
9,5,SeamMUX9,3,65198,32
9,5,SeamMUX9,4,65198,16
9,5,SeamMUX9,5,65198,8
10,5,BBMUXS0,0,64267,1
10,5,BBMUXS0,1,64383,1
10,5,BBMUXS0,2,64267,2
10,5,BBMUXS0,3,64383,2
10,5,BBMUXS0,4,64267,4
10,5,BBMUXS0,5,64383,4
10,5,BBMUXS0,6,64267,8
10,5,BBMUXS0,7,64383,8
10,5,BBMUXS0,8,64383,64
10,5,BBMUXS1,0,64499,1
10,5,BBMUXS1,1,64615,1
10,5,BBMUXS1,2,64499,2
10,5,BBMUXS1,3,64615,2
10,5,BBMUXS1,4,64499,4
10,5,BBMUXS1,5,64615,4
10,5,BBMUXS1,6,64499,8
10,5,BBMUXS1,7,64615,8
10,5,BBMUXS1,8,64615,64
10,5,BBMUXS10,0,65424,32
10,5,BBMUXS10,1,65540,32
10,5,BBMUXS10,2,65424,16
10,5,BBMUXS10,3,65540,16
10,5,BBMUXS10,4,65424,8
10,5,BBMUXS10,5,65540,8
10,5,BBMUXS10,6,65424,4
10,5,BBMUXS10,7,65540,4
10,5,BBMUXS10,8,65541,128
10,5,BBMUXS11,0,65656,32
10,5,BBMUXS11,1,65772,32
10,5,BBMUXS11,2,65656,16
10,5,BBMUXS11,3,65772,16
10,5,BBMUXS11,4,65656,8
10,5,BBMUXS11,5,65772,8
10,5,BBMUXS11,6,65656,4
10,5,BBMUXS11,7,65772,4
10,5,BBMUXS11,8,65773,128
10,5,BBMUXS2,0,64731,1
10,5,BBMUXS2,1,64847,1
10,5,BBMUXS2,2,64731,2
10,5,BBMUXS2,3,64847,2
10,5,BBMUXS2,4,64731,4
10,5,BBMUXS2,5,64847,4
10,5,BBMUXS2,6,64731,8
10,5,BBMUXS2,7,64847,8
10,5,BBMUXS2,8,64847,64
10,5,BBMUXS3,0,65195,1
10,5,BBMUXS3,1,65311,1
10,5,BBMUXS3,2,65195,2
10,5,BBMUXS3,3,65311,2
10,5,BBMUXS3,4,65195,4
10,5,BBMUXS3,5,65311,4
10,5,BBMUXS3,6,65195,8
10,5,BBMUXS3,7,65311,8
10,5,BBMUXS3,8,65311,64
10,5,BBMUXS4,0,65427,1
10,5,BBMUXS4,1,65543,1
10,5,BBMUXS4,2,65427,2
10,5,BBMUXS4,3,65543,2
10,5,BBMUXS4,4,65427,4
10,5,BBMUXS4,5,65543,4
10,5,BBMUXS4,6,65427,8
10,5,BBMUXS4,7,65543,8
10,5,BBMUXS4,8,65543,64
10,5,BBMUXS5,0,65659,1
10,5,BBMUXS5,1,65775,1
10,5,BBMUXS5,2,65659,2
10,5,BBMUXS5,3,65775,2
10,5,BBMUXS5,4,65659,4
10,5,BBMUXS5,5,65775,4
10,5,BBMUXS5,6,65659,8
10,5,BBMUXS5,7,65775,8
10,5,BBMUXS5,8,65775,64
10,5,BBMUXS6,0,64264,32
10,5,BBMUXS6,1,64380,32
10,5,BBMUXS6,2,64264,16
10,5,BBMUXS6,3,64380,16
10,5,BBMUXS6,4,64264,8
10,5,BBMUXS6,5,64380,8
10,5,BBMUXS6,6,64264,4
10,5,BBMUXS6,7,64380,4
10,5,BBMUXS6,8,64381,128
10,5,BBMUXS7,0,64496,32
10,5,BBMUXS7,1,64612,32
10,5,BBMUXS7,2,64496,16
10,5,BBMUXS7,3,64612,16
10,5,BBMUXS7,4,64496,8
10,5,BBMUXS7,5,64612,8
10,5,BBMUXS7,6,64496,4
10,5,BBMUXS7,7,64612,4
10,5,BBMUXS7,8,64613,128
10,5,BBMUXS8,0,64728,32
10,5,BBMUXS8,1,64844,32
10,5,BBMUXS8,2,64728,16
10,5,BBMUXS8,3,64844,16
10,5,BBMUXS8,4,64728,8
10,5,BBMUXS8,5,64844,8
10,5,BBMUXS8,6,64728,4
10,5,BBMUXS8,7,64844,4
10,5,BBMUXS8,8,64845,128
10,5,BBMUXS9,0,65192,32
10,5,BBMUXS9,1,65308,32
10,5,BBMUXS9,2,65192,16
10,5,BBMUXS9,3,65308,16
10,5,BBMUXS9,4,65192,8
10,5,BBMUXS9,5,65308,8
10,5,BBMUXS9,6,65192,4
10,5,BBMUXS9,7,65308,4
10,5,BBMUXS9,8,65309,128
10,5,InputMUX0,0,64264,64
10,5,InputMUX1,0,64496,64
10,5,InputMUX10,0,65423,1
10,5,InputMUX11,0,65655,1
10,5,InputMUX2,0,64728,64
10,5,InputMUX3,0,65192,64
10,5,InputMUX4,0,65424,64
10,5,InputMUX5,0,65656,64
10,5,InputMUX6,0,64263,1
10,5,InputMUX7,0,64495,1
10,5,InputMUX8,0,64727,1
10,5,InputMUX9,0,65191,1
10,5,SeamMUX0,0,64266,2
10,5,SeamMUX0,1,64266,4
10,5,SeamMUX0,2,64266,8
10,5,SeamMUX0,3,64266,16
10,5,SeamMUX0,4,64266,32
10,5,SeamMUX0,5,64266,64
10,5,SeamMUX1,0,64498,2
10,5,SeamMUX1,1,64498,4
10,5,SeamMUX1,2,64498,8
10,5,SeamMUX1,3,64498,16
10,5,SeamMUX1,4,64498,32
10,5,SeamMUX1,5,64498,64
10,5,SeamMUX10,0,65425,16
10,5,SeamMUX10,1,65425,8
10,5,SeamMUX10,2,65425,4
10,5,SeamMUX10,3,65425,2
10,5,SeamMUX10,4,65425,1
10,5,SeamMUX10,5,65426,128
10,5,SeamMUX11,0,65657,16
10,5,SeamMUX11,1,65657,8
10,5,SeamMUX11,2,65657,4
10,5,SeamMUX11,3,65657,2
10,5,SeamMUX11,4,65657,1
10,5,SeamMUX11,5,65658,128
10,5,SeamMUX2,0,64730,2
10,5,SeamMUX2,1,64730,4
10,5,SeamMUX2,2,64730,8
10,5,SeamMUX2,3,64730,16
10,5,SeamMUX2,4,64730,32
10,5,SeamMUX2,5,64730,64
10,5,SeamMUX3,0,65194,2
10,5,SeamMUX3,1,65194,4
10,5,SeamMUX3,2,65194,8
10,5,SeamMUX3,3,65194,16
10,5,SeamMUX3,4,65194,32
10,5,SeamMUX3,5,65194,64
10,5,SeamMUX4,0,65426,2
10,5,SeamMUX4,1,65426,4
10,5,SeamMUX4,2,65426,8
10,5,SeamMUX4,3,65426,16
10,5,SeamMUX4,4,65426,32
10,5,SeamMUX4,5,65426,64
10,5,SeamMUX5,0,65658,2
10,5,SeamMUX5,1,65658,4
10,5,SeamMUX5,2,65658,8
10,5,SeamMUX5,3,65658,16
10,5,SeamMUX5,4,65658,32
10,5,SeamMUX5,5,65658,64
10,5,SeamMUX6,0,64265,16
10,5,SeamMUX6,1,64265,8
10,5,SeamMUX6,2,64265,4
10,5,SeamMUX6,3,64265,2
10,5,SeamMUX6,4,64265,1
10,5,SeamMUX6,5,64266,128
10,5,SeamMUX7,0,64497,16
10,5,SeamMUX7,1,64497,8
10,5,SeamMUX7,2,64497,4
10,5,SeamMUX7,3,64497,2
10,5,SeamMUX7,4,64497,1
10,5,SeamMUX7,5,64498,128
10,5,SeamMUX8,0,64729,16
10,5,SeamMUX8,1,64729,8
10,5,SeamMUX8,2,64729,4
10,5,SeamMUX8,3,64729,2
10,5,SeamMUX8,4,64729,1
10,5,SeamMUX8,5,64730,128
10,5,SeamMUX9,0,65193,16
10,5,SeamMUX9,1,65193,8
10,5,SeamMUX9,2,65193,4
10,5,SeamMUX9,3,65193,2
10,5,SeamMUX9,4,65193,1
10,5,SeamMUX9,5,65194,128
11,5,BBMUXS0,0,64263,16
11,5,BBMUXS0,1,64379,16
11,5,BBMUXS0,2,64263,32
11,5,BBMUXS0,3,64379,32
11,5,BBMUXS0,4,64263,64
11,5,BBMUXS0,5,64379,64
11,5,BBMUXS0,6,64263,128
11,5,BBMUXS0,7,64379,128
11,5,BBMUXS0,8,64378,4
11,5,BBMUXS1,0,64495,16
11,5,BBMUXS1,1,64611,16
11,5,BBMUXS1,2,64495,32
11,5,BBMUXS1,3,64611,32
11,5,BBMUXS1,4,64495,64
11,5,BBMUXS1,5,64611,64
11,5,BBMUXS1,6,64495,128
11,5,BBMUXS1,7,64611,128
11,5,BBMUXS1,8,64610,4
11,5,BBMUXS10,0,65419,2
11,5,BBMUXS10,1,65535,2
11,5,BBMUXS10,2,65419,1
11,5,BBMUXS10,3,65535,1
11,5,BBMUXS10,4,65420,128
11,5,BBMUXS10,5,65536,128
11,5,BBMUXS10,6,65420,64
11,5,BBMUXS10,7,65536,64
11,5,BBMUXS10,8,65536,8
11,5,BBMUXS11,0,65651,2
11,5,BBMUXS11,1,65767,2
11,5,BBMUXS11,2,65651,1
11,5,BBMUXS11,3,65767,1
11,5,BBMUXS11,4,65652,128
11,5,BBMUXS11,5,65768,128
11,5,BBMUXS11,6,65652,64
11,5,BBMUXS11,7,65768,64
11,5,BBMUXS11,8,65768,8
11,5,BBMUXS2,0,64727,16
11,5,BBMUXS2,1,64843,16
11,5,BBMUXS2,2,64727,32
11,5,BBMUXS2,3,64843,32
11,5,BBMUXS2,4,64727,64
11,5,BBMUXS2,5,64843,64
11,5,BBMUXS2,6,64727,128
11,5,BBMUXS2,7,64843,128
11,5,BBMUXS2,8,64842,4
11,5,BBMUXS3,0,65191,16
11,5,BBMUXS3,1,65307,16
11,5,BBMUXS3,2,65191,32
11,5,BBMUXS3,3,65307,32
11,5,BBMUXS3,4,65191,64
11,5,BBMUXS3,5,65307,64
11,5,BBMUXS3,6,65191,128
11,5,BBMUXS3,7,65307,128
11,5,BBMUXS3,8,65306,4
11,5,BBMUXS4,0,65423,16
11,5,BBMUXS4,1,65539,16
11,5,BBMUXS4,2,65423,32
11,5,BBMUXS4,3,65539,32
11,5,BBMUXS4,4,65423,64
11,5,BBMUXS4,5,65539,64
11,5,BBMUXS4,6,65423,128
11,5,BBMUXS4,7,65539,128
11,5,BBMUXS4,8,65538,4
11,5,BBMUXS5,0,65655,16
11,5,BBMUXS5,1,65771,16
11,5,BBMUXS5,2,65655,32
11,5,BBMUXS5,3,65771,32
11,5,BBMUXS5,4,65655,64
11,5,BBMUXS5,5,65771,64
11,5,BBMUXS5,6,65655,128
11,5,BBMUXS5,7,65771,128
11,5,BBMUXS5,8,65770,4
11,5,BBMUXS6,0,64259,2
11,5,BBMUXS6,1,64375,2
11,5,BBMUXS6,2,64259,1
11,5,BBMUXS6,3,64375,1
11,5,BBMUXS6,4,64260,128
11,5,BBMUXS6,5,64376,128
11,5,BBMUXS6,6,64260,64
11,5,BBMUXS6,7,64376,64
11,5,BBMUXS6,8,64376,8
11,5,BBMUXS7,0,64491,2
11,5,BBMUXS7,1,64607,2
11,5,BBMUXS7,2,64491,1
11,5,BBMUXS7,3,64607,1
11,5,BBMUXS7,4,64492,128
11,5,BBMUXS7,5,64608,128
11,5,BBMUXS7,6,64492,64
11,5,BBMUXS7,7,64608,64
11,5,BBMUXS7,8,64608,8
11,5,BBMUXS8,0,64723,2
11,5,BBMUXS8,1,64839,2
11,5,BBMUXS8,2,64723,1
11,5,BBMUXS8,3,64839,1
11,5,BBMUXS8,4,64724,128
11,5,BBMUXS8,5,64840,128
11,5,BBMUXS8,6,64724,64
11,5,BBMUXS8,7,64840,64
11,5,BBMUXS8,8,64840,8
11,5,BBMUXS9,0,65187,2
11,5,BBMUXS9,1,65303,2
11,5,BBMUXS9,2,65187,1
11,5,BBMUXS9,3,65303,1
11,5,BBMUXS9,4,65188,128
11,5,BBMUXS9,5,65304,128
11,5,BBMUXS9,6,65188,64
11,5,BBMUXS9,7,65304,64
11,5,BBMUXS9,8,65304,8
11,5,InputMUX0,0,64259,4
11,5,InputMUX1,0,64491,4
11,5,InputMUX10,0,65419,16
11,5,InputMUX11,0,65651,16
11,5,InputMUX2,0,64723,4
11,5,InputMUX3,0,65187,4
11,5,InputMUX4,0,65419,4
11,5,InputMUX5,0,65651,4
11,5,InputMUX6,0,64259,16
11,5,InputMUX7,0,64491,16
11,5,InputMUX8,0,64723,16
11,5,InputMUX9,0,65187,16
11,5,SeamMUX0,0,64262,32
11,5,SeamMUX0,1,64262,64
11,5,SeamMUX0,2,64262,128
11,5,SeamMUX0,3,64261,1
11,5,SeamMUX0,4,64261,2
11,5,SeamMUX0,5,64261,4
11,5,SeamMUX1,0,64494,32
11,5,SeamMUX1,1,64494,64
11,5,SeamMUX1,2,64494,128
11,5,SeamMUX1,3,64493,1
11,5,SeamMUX1,4,64493,2
11,5,SeamMUX1,5,64493,4
11,5,SeamMUX10,0,65420,1
11,5,SeamMUX10,1,65421,128
11,5,SeamMUX10,2,65421,64
11,5,SeamMUX10,3,65421,32
11,5,SeamMUX10,4,65421,16
11,5,SeamMUX10,5,65421,8
11,5,SeamMUX11,0,65652,1
11,5,SeamMUX11,1,65653,128
11,5,SeamMUX11,2,65653,64
11,5,SeamMUX11,3,65653,32
11,5,SeamMUX11,4,65653,16
11,5,SeamMUX11,5,65653,8
11,5,SeamMUX2,0,64726,32
11,5,SeamMUX2,1,64726,64
11,5,SeamMUX2,2,64726,128
11,5,SeamMUX2,3,64725,1
11,5,SeamMUX2,4,64725,2
11,5,SeamMUX2,5,64725,4
11,5,SeamMUX3,0,65190,32
11,5,SeamMUX3,1,65190,64
11,5,SeamMUX3,2,65190,128
11,5,SeamMUX3,3,65189,1
11,5,SeamMUX3,4,65189,2
11,5,SeamMUX3,5,65189,4
11,5,SeamMUX4,0,65422,32
11,5,SeamMUX4,1,65422,64
11,5,SeamMUX4,2,65422,128
11,5,SeamMUX4,3,65421,1
11,5,SeamMUX4,4,65421,2
11,5,SeamMUX4,5,65421,4
11,5,SeamMUX5,0,65654,32
11,5,SeamMUX5,1,65654,64
11,5,SeamMUX5,2,65654,128
11,5,SeamMUX5,3,65653,1
11,5,SeamMUX5,4,65653,2
11,5,SeamMUX5,5,65653,4
11,5,SeamMUX6,0,64260,1
11,5,SeamMUX6,1,64261,128
11,5,SeamMUX6,2,64261,64
11,5,SeamMUX6,3,64261,32
11,5,SeamMUX6,4,64261,16
11,5,SeamMUX6,5,64261,8
11,5,SeamMUX7,0,64492,1
11,5,SeamMUX7,1,64493,128
11,5,SeamMUX7,2,64493,64
11,5,SeamMUX7,3,64493,32
11,5,SeamMUX7,4,64493,16
11,5,SeamMUX7,5,64493,8
11,5,SeamMUX8,0,64724,1
11,5,SeamMUX8,1,64725,128
11,5,SeamMUX8,2,64725,64
11,5,SeamMUX8,3,64725,32
11,5,SeamMUX8,4,64725,16
11,5,SeamMUX8,5,64725,8
11,5,SeamMUX9,0,65188,1
11,5,SeamMUX9,1,65189,128
11,5,SeamMUX9,2,65189,64
11,5,SeamMUX9,3,65189,32
11,5,SeamMUX9,4,65189,16
11,5,SeamMUX9,5,65189,8
12,5,BBMUXS0,0,64258,1
12,5,BBMUXS0,1,64374,1
12,5,BBMUXS0,2,64258,2
12,5,BBMUXS0,3,64374,2
12,5,BBMUXS0,4,64258,4
12,5,BBMUXS0,5,64374,4
12,5,BBMUXS0,6,64258,8
12,5,BBMUXS0,7,64374,8
12,5,BBMUXS0,8,64374,64
12,5,BBMUXS1,0,64490,1
12,5,BBMUXS1,1,64606,1
12,5,BBMUXS1,2,64490,2
12,5,BBMUXS1,3,64606,2
12,5,BBMUXS1,4,64490,4
12,5,BBMUXS1,5,64606,4
12,5,BBMUXS1,6,64490,8
12,5,BBMUXS1,7,64606,8
12,5,BBMUXS1,8,64606,64
12,5,BBMUXS10,0,65415,32
12,5,BBMUXS10,1,65531,32
12,5,BBMUXS10,2,65415,16
12,5,BBMUXS10,3,65531,16
12,5,BBMUXS10,4,65415,8
12,5,BBMUXS10,5,65531,8
12,5,BBMUXS10,6,65415,4
12,5,BBMUXS10,7,65531,4
12,5,BBMUXS10,8,65532,128
12,5,BBMUXS11,0,65647,32
12,5,BBMUXS11,1,65763,32
12,5,BBMUXS11,2,65647,16
12,5,BBMUXS11,3,65763,16
12,5,BBMUXS11,4,65647,8
12,5,BBMUXS11,5,65763,8
12,5,BBMUXS11,6,65647,4
12,5,BBMUXS11,7,65763,4
12,5,BBMUXS11,8,65764,128
12,5,BBMUXS2,0,64722,1
12,5,BBMUXS2,1,64838,1
12,5,BBMUXS2,2,64722,2
12,5,BBMUXS2,3,64838,2
12,5,BBMUXS2,4,64722,4
12,5,BBMUXS2,5,64838,4
12,5,BBMUXS2,6,64722,8
12,5,BBMUXS2,7,64838,8
12,5,BBMUXS2,8,64838,64
12,5,BBMUXS3,0,65186,1
12,5,BBMUXS3,1,65302,1
12,5,BBMUXS3,2,65186,2
12,5,BBMUXS3,3,65302,2
12,5,BBMUXS3,4,65186,4
12,5,BBMUXS3,5,65302,4
12,5,BBMUXS3,6,65186,8
12,5,BBMUXS3,7,65302,8
12,5,BBMUXS3,8,65302,64
12,5,BBMUXS4,0,65418,1
12,5,BBMUXS4,1,65534,1
12,5,BBMUXS4,2,65418,2
12,5,BBMUXS4,3,65534,2
12,5,BBMUXS4,4,65418,4
12,5,BBMUXS4,5,65534,4
12,5,BBMUXS4,6,65418,8
12,5,BBMUXS4,7,65534,8
12,5,BBMUXS4,8,65534,64
12,5,BBMUXS5,0,65650,1
12,5,BBMUXS5,1,65766,1
12,5,BBMUXS5,2,65650,2
12,5,BBMUXS5,3,65766,2
12,5,BBMUXS5,4,65650,4
12,5,BBMUXS5,5,65766,4
12,5,BBMUXS5,6,65650,8
12,5,BBMUXS5,7,65766,8
12,5,BBMUXS5,8,65766,64
12,5,BBMUXS6,0,64255,32
12,5,BBMUXS6,1,64371,32
12,5,BBMUXS6,2,64255,16
12,5,BBMUXS6,3,64371,16
12,5,BBMUXS6,4,64255,8
12,5,BBMUXS6,5,64371,8
12,5,BBMUXS6,6,64255,4
12,5,BBMUXS6,7,64371,4
12,5,BBMUXS6,8,64372,128
12,5,BBMUXS7,0,64487,32
12,5,BBMUXS7,1,64603,32
12,5,BBMUXS7,2,64487,16
12,5,BBMUXS7,3,64603,16
12,5,BBMUXS7,4,64487,8
12,5,BBMUXS7,5,64603,8
12,5,BBMUXS7,6,64487,4
12,5,BBMUXS7,7,64603,4
12,5,BBMUXS7,8,64604,128
12,5,BBMUXS8,0,64719,32
12,5,BBMUXS8,1,64835,32
12,5,BBMUXS8,2,64719,16
12,5,BBMUXS8,3,64835,16
12,5,BBMUXS8,4,64719,8
12,5,BBMUXS8,5,64835,8
12,5,BBMUXS8,6,64719,4
