src_res,src_x,src_y,dst_res,dst_x,dst_y,sel_lo,sel_hi,passing_images,class
RMUX32,20,8,RMUX42,20,10,0,9,5,D
RMUX38,16,10,RMUX60,20,10,5,8,5,D
RMUX68,20,10,RMUX84,20,10,0,8,5,D
RMUX40,20,11,IMUX04,20,11,8,10,5,D
RMUX10,20,11,IMUX12,20,11,3,10,5,D
RMUX40,20,11,IMUX12,20,11,8,10,5,D
RMUX52,20,11,IMUX12,20,11,1,11,5,D
RMUX34,20,11,IMUX16,20,11,7,10,5,D
RMUX00,21,11,IMUX16,20,11,0,10,5,D
RMUX48,21,11,IMUX16,20,11,1,10,5,D
RMUX82,20,11,IMUX20,20,11,6,11,5,D
RMUX94,20,11,IMUX24,20,11,8,11,5,D
RMUX04,20,11,IMUX28,20,11,2,10,5,D
RMUX76,20,11,IMUX28,20,11,5,11,5,D
RMUX72,21,11,IMUX28,20,11,1,10,5,D
RMUX52,20,11,IMUX32,20,11,1,11,5,D
RMUX58,20,11,IMUX36,20,11,2,11,5,D
RMUX82,20,11,IMUX36,20,11,6,11,5,D
RMUX04,20,11,IMUX40,20,11,2,10,5,D
RMUX28,20,11,IMUX40,20,11,6,10,5,D
RMUX00,21,11,IMUX40,20,11,0,10,5,D
RMUX72,21,11,IMUX44,20,11,1,10,5,D
RMUX58,20,11,IMUX48,20,11,2,11,5,D
OMUX07,20,11,IMUX52,20,11,1,9,5,D
RMUX02,20,7,RMUX18,20,11,2,9,5,D
RMUX86,21,11,RMUX60,20,11,5,7,5,D
RMUX91,16,11,RMUX72,20,11,5,8,5,D
RMUX19,20,7,RMUX78,20,11,2,9,5,D
RMUX20,21,11,RMUX84,20,11,5,7,5,D
RMUX16,20,12,IMUX04,20,12,4,10,5,D
RMUX22,20,12,IMUX04,20,12,5,10,5,D
RMUX64,20,12,IMUX04,20,12,3,11,5,D
RMUX72,21,12,IMUX12,20,12,1,10,5,D
RMUX94,20,12,IMUX16,20,12,8,11,5,D
RMUX04,20,12,IMUX20,20,12,2,10,5,D
RMUX94,20,12,IMUX20,20,12,8,11,5,D
RMUX52,20,12,IMUX24,20,12,1,11,5,D
RMUX58,20,12,IMUX24,20,12,2,11,5,D
RMUX76,20,12,IMUX24,20,12,5,11,5,D
RMUX82,20,12,IMUX24,20,12,6,11,5,D
OMUX13,20,12,IMUX28,20,12,2,9,5,D
RMUX40,20,12,IMUX28,20,12,8,10,5,D
RMUX34,20,12,IMUX32,20,12,7,10,5,D
RMUX70,20,12,IMUX32,20,12,4,11,5,D
RMUX40,20,12,IMUX36,20,12,8,10,5,D
RMUX46,20,12,IMUX36,20,12,0,11,5,D
RMUX10,20,12,IMUX40,20,12,3,10,5,D
RMUX46,20,12,IMUX40,20,12,0,11,5,D
RMUX10,20,12,IMUX44,20,12,3,10,5,D
RMUX52,20,12,IMUX48,20,12,1,11,5,D
RMUX10,20,12,IMUX52,20,12,3,10,5,D
RMUX24,21,12,IMUX52,20,12,0,10,5,D
OMUX13,20,12,IMUX60,20,12,2,9,5,D
RMUX28,20,12,IMUX60,20,12,6,10,5,D
RMUX82,20,12,IMUX60,20,12,6,11,5,D
RMUX26,21,12,RMUX12,20,12,5,7,5,D
RMUX74,20,12,RMUX18,20,12,0,8,5,D
RMUX02,20,9,RMUX18,20,12,1,9,5,D
RMUX32,20,9,RMUX42,20,12,1,9,5,D
RMUX43,21,12,RMUX72,20,12,5,7,5,D
RMUX92,20,10,RMUX84,20,12,0,9,5,D
RMUX07,21,4,RMUX24,21,1,5,9,5,D
RMUX80,21,3,RMUX36,21,1,4,9,5,D
RMUX08,17,1,RMUX42,21,1,5,8,5,D
RMUX08,19,1,RMUX42,21,1,3,8,5,D
RMUX38,17,1,RMUX60,21,1,5,8,5,D
RMUX14,21,4,RMUX60,21,1,5,9,5,D
RMUX38,18,1,RMUX66,21,1,4,8,5,D
RMUX68,17,1,RMUX84,21,1,5,8,5,D
RMUX73,21,1,RMUX00,21,2,0,9,5,D
RMUX73,21,4,RMUX00,21,2,4,9,5,D
RMUX80,21,4,RMUX36,21,2,4,9,5,D
RMUX80,21,6,RMUX42,21,2,6,9,5,D
RMUX67,21,2,RMUX78,21,2,1,9,5,D
RMUX44,21,5,RMUX84,21,2,5,9,5,D
RMUX68,18,2,RMUX90,21,2,4,8,5,D
RMUX73,21,6,RMUX06,21,3,5,9,5,D
RMUX50,21,7,RMUX12,21,3,6,9,5,D
RMUX74,20,3,RMUX18,21,3,2,8,5,D
RMUX07,21,1,RMUX24,21,3,1,9,5,D
RMUX07,21,2,RMUX24,21,3,2,9,5,D
RMUX07,21,1,RMUX30,21,3,1,9,5,D
RMUX08,17,3,RMUX36,21,3,5,8,5,D
RMUX80,21,6,RMUX36,21,3,5,9,5,D
RMUX80,21,5,RMUX42,21,3,4,9,5,D
RMUX37,21,7,RMUX54,21,3,6,9,5,D
RMUX91,18,3,RMUX78,21,3,4,8,5,D
RMUX67,21,7,RMUX78,21,3,6,9,5,D
RMUX44,21,2,RMUX90,21,3,2,9,5,D
RMUX73,21,1,RMUX00,21,4,2,9,5,D
RMUX73,21,8,RMUX00,21,4,6,9,5,D
RMUX25,21,2,RMUX06,21,4,0,9,5,D
RMUX74,18,4,RMUX12,21,4,4,8,5,D
RMUX02,21,2,RMUX18,21,4,0,9,5,D
RMUX07,21,7,RMUX24,21,4,5,9,5,D
RMUX55,21,2,RMUX30,21,4,0,9,5,D
RMUX08,17,4,RMUX42,21,4,5,8,5,D
RMUX32,21,1,RMUX42,21,4,1,9,5,D
RMUX37,21,8,RMUX48,21,4,6,9,5,D
RMUX62,21,2,RMUX60,21,4,0,9,5,D
RMUX62,21,2,RMUX66,21,4,0,9,5,D
RMUX14,21,8,RMUX66,21,4,6,9,5,D
RMUX67,21,7,RMUX72,21,4,5,9,5,D
RMUX67,21,8,RMUX78,21,4,6,9,5,D
RMUX68,18,4,RMUX90,21,4,4,8,5,D
RMUX44,21,1,RMUX90,21,4,2,9,5,D
RMUX44,21,8,RMUX90,21,4,6,9,5,D
RMUX73,21,7,RMUX00,21,5,4,9,5,D
RMUX74,17,5,RMUX12,21,5,5,8,5,D
RMUX74,20,5,RMUX12,21,5,2,8,5,D
RMUX02,21,4,RMUX12,21,5,6,8,5,D
RMUX74,18,5,RMUX18,21,5,4,8,5,D
RMUX50,21,9,RMUX18,21,5,6,9,5,D
RMUX55,21,3,RMUX24,21,5,0,9,5,D
RMUX80,21,7,RMUX36,21,5,4,9,5,D
RMUX80,21,9,RMUX36,21,5,6,9,5,D
RMUX08,19,5,RMUX42,21,5,3,8,5,D
RMUX37,21,8,RMUX48,21,5,5,9,5,D
RMUX62,21,2,RMUX60,21,5,1,9,5,D
RMUX14,21,9,RMUX60,21,5,6,9,5,D
RMUX67,21,9,RMUX78,21,5,6,9,5,D
RMUX44,21,7,RMUX84,21,5,4,9,5,D
RMUX92,21,3,RMUX90,21,5,0,9,5,D
RMUX73,21,10,RMUX00,21,6,6,9,5,D
RMUX73,21,8,RMUX06,21,6,4,9,5,D
RMUX50,21,8,RMUX18,21,6,4,9,5,D
RMUX07,21,9,RMUX24,21,6,5,9,5,D
RMUX07,21,9,RMUX30,21,6,5,9,5,D
RMUX80,21,9,RMUX36,21,6,5,9,5,D
RMUX32,21,5,RMUX42,21,6,6,8,5,D
RMUX85,21,4,RMUX48,21,6,0,9,5,D
RMUX85,21,5,RMUX54,21,6,6,8,5,D
RMUX38,17,6,RMUX60,21,6,5,8,5,D
RMUX62,21,3,RMUX60,21,6,1,9,5,D
RMUX67,21,10,RMUX72,21,6,6,9,5,D
RMUX19,21,2,RMUX72,21,6,2,9,5,D
RMUX19,21,3,RMUX78,21,6,1,9,5,D
RMUX19,21,4,RMUX78,21,6,0,9,5,D
RMUX44,21,9,RMUX84,21,6,5,9,5,D
RMUX73,21,11,RMUX06,21,7,6,9,5,D
RMUX73,21,9,RMUX06,21,7,4,9,5,D
RMUX02,21,6,RMUX18,21,7,6,8,5,D
RMUX55,21,5,RMUX24,21,7,0,9,5,D
RMUX32,21,5,RMUX42,21,7,0,9,5,D
RMUX80,21,9,RMUX42,21,7,4,9,5,D
RMUX61,19,7,RMUX54,21,7,3,8,5,D
RMUX37,21,10,RMUX54,21,7,5,9,5,D
RMUX37,21,9,RMUX54,21,7,4,9,5,D
RMUX14,21,9,RMUX60,21,7,4,9,5,D
RMUX38,19,7,RMUX66,21,7,3,8,5,D
RMUX14,21,9,RMUX66,21,7,4,9,5,D
RMUX44,21,9,RMUX90,21,7,4,9,5,D
RMUX73,21,11,RMUX06,21,8,5,9,5,D
RMUX74,17,8,RMUX12,21,8,5,8,5,D
RMUX55,21,6,RMUX24,21,8,0,9,5,D
RMUX55,21,5,RMUX30,21,8,1,9,5,D
RMUX32,21,5,RMUX36,21,8,1,9,5,D
RMUX32,21,5,RMUX42,21,8,1,9,5,D
RMUX32,21,6,RMUX42,21,8,0,9,5,D
RMUX85,21,6,RMUX48,21,8,0,9,5,D
RMUX61,17,8,RMUX54,21,8,5,8,5,D
RMUX62,21,6,RMUX60,21,8,0,9,5,D
RMUX14,21,9,RMUX60,21,8,3,9,5,D
RMUX91,17,8,RMUX72,21,8,5,8,5,D
RMUX44,21,11,RMUX84,21,8,5,9,5,D
RMUX92,21,5,RMUX84,21,8,1,9,5,D
RMUX44,21,11,RMUX90,21,8,5,9,5,D
RMUX92,21,5,RMUX90,21,8,1,9,5,D
RMUX01,19,9,RMUX00,21,9,3,8,5,D
RMUX73,21,11,RMUX06,21,9,4,9,5,D
RMUX25,21,5,RMUX06,21,9,2,9,5,D
RMUX74,19,9,RMUX12,21,9,3,8,5,D
RMUX74,17,9,RMUX18,21,9,5,8,5,D
RMUX74,20,9,RMUX18,21,9,2,8,5,D
RMUX32,21,12,RMUX36,21,9,6,9,5,D
RMUX80,21,12,RMUX36,21,9,5,9,5,D
RMUX08,18,9,RMUX42,21,9,4,8,5,D
RMUX85,21,12,RMUX48,21,9,6,9,5,D
RMUX38,19,9,RMUX60,21,9,3,8,5,D
RMUX14,21,11,RMUX60,21,9,4,9,5,D
RMUX14,21,11,RMUX66,21,9,4,9,5,D
RMUX62,21,8,RMUX66,21,9,6,8,5,D
RMUX44,21,12,RMUX84,21,9,5,9,5,D
RMUX92,21,8,RMUX90,21,9,6,8,5,D
RMUX25,21,9,RMUX00,21,10,6,8,5,D
RMUX02,21,9,RMUX18,21,10,6,8,5,D
RMUX07,21,11,RMUX24,21,10,3,9,5,D
RMUX55,21,9,RMUX24,21,10,6,8,5,D
RMUX55,21,12,RMUX30,21,10,5,9,5,D
RMUX08,17,10,RMUX36,21,10,5,8,5,D
RMUX32,21,9,RMUX36,21,10,6,8,5,D
RMUX08,19,10,RMUX42,21,10,3,8,5,D
RMUX37,21,11,RMUX48,21,10,3,9,5,D
RMUX85,21,7,RMUX54,21,10,1,9,5,D
RMUX85,21,8,RMUX54,21,10,0,9,5,D
RMUX38,18,10,RMUX60,21,10,4,8,5,D
RMUX62,21,8,RMUX60,21,10,0,9,5,D
RMUX19,21,12,RMUX72,21,10,5,9,5,D
RMUX91,17,10,RMUX78,21,10,5,8,5,D
RMUX67,21,11,RMUX78,21,10,3,9,5,D
RMUX19,21,8,RMUX78,21,10,0,9,5,D
RMUX92,21,12,RMUX84,21,10,5,9,5,D
RMUX92,21,7,RMUX90,21,10,1,9,5,D
RMUX02,21,10,RMUX18,21,11,6,8,5,D
RMUX07,21,12,RMUX24,21,11,3,9,5,D
RMUX08,19,11,RMUX42,21,11,3,8,5,D
RMUX85,21,10,RMUX54,21,11,6,8,5,D
RMUX19,21,10,RMUX78,21,11,6,8,5,D
RMUX68,19,11,RMUX90,21,11,3,8,5,D
RMUX92,21,10,RMUX90,21,11,6,8,5,D
RMUX02,21,11,RMUX12,21,12,6,8,5,D
RMUX55,21,10,RMUX24,21,12,0,9,5,D
RMUX08,19,12,RMUX36,21,12,3,8,5,D
RMUX32,21,10,RMUX42,21,12,0,9,5,D
RMUX85,21,11,RMUX54,21,12,6,8,5,D
RMUX62,21,8,RMUX66,21,12,2,9,5,D
RMUX19,21,11,RMUX72,21,12,6,8,5,D
RMUX92,21,8,RMUX84,21,12,2,9,5,D
RMUX92,21,10,RMUX90,21,12,0,9,5,D
RMUX92,21,9,RMUX90,21,12,1,9,5,D
RMUX00,2,1,IMUX48,1,1,0,10,4,D
RMUX64,1,2,IMUX44,1,2,3,11,4,D
OMUX13,1,2,IMUX60,1,2,2,9,4,D
RMUX94,1,3,IMUX16,1,3,8,11,4,D
RMUX64,2,1,IMUX24,2,1,3,11,4,D
RMUX72,3,1,IMUX36,2,1,1,10,4,D
RMUX70,2,1,IMUX40,2,1,4,11,4,D
RMUX58,2,1,IMUX44,2,1,2,11,4,D
RMUX10,2,1,IMUX52,2,1,3,10,4,D
OMUX02,2,1,RMUX00,2,1,0,7,4,D
OMUX11,2,1,RMUX18,2,1,3,7,4,D
RMUX86,4,1,RMUX66,2,1,6,7,4,D
OMUX41,2,1,RMUX72,2,1,1,7,4,D
RMUX82,2,2,IMUX04,2,2,6,11,4,D
RMUX34,2,2,IMUX16,2,2,7,10,4,D
RMUX64,2,2,IMUX36,2,2,3,11,4,D
RMUX72,3,2,IMUX44,2,2,1,10,4,D
RMUX26,6,2,RMUX12,2,2,1,8,4,D
RMUX26,3,2,RMUX18,2,2,5,7,4,D
RMUX79,4,2,RMUX30,2,2,6,7,4,D
RMUX56,2,2,RMUX36,2,2,4,8,4,D
RMUX85,2,3,RMUX54,2,2,6,9,4,D
OMUX32,2,2,RMUX60,2,2,2,7,4,D
RMUX24,3,3,IMUX04,2,3,0,10,4,D
RMUX70,2,3,IMUX28,2,3,4,11,4,D
RMUX72,3,3,IMUX36,2,3,1,10,4,D
RMUX72,3,3,IMUX44,2,3,1,10,4,D
OMUX02,2,3,RMUX00,2,3,0,7,4,D
RMUX49,3,3,RMUX06,2,3,5,7,4,D
OMUX08,2,3,RMUX18,2,3,2,7,4,D
RMUX26,3,3,RMUX18,2,3,5,7,4,D
RMUX55,2,2,RMUX24,2,3,6,8,4,D
OMUX23,2,3,RMUX36,2,3,3,7,4,D
RMUX72,3,4,IMUX04,2,4,1,10,4,D
RMUX58,2,4,IMUX28,2,4,2,11,4,D
OMUX29,2,4,RMUX54,2,4,1,7,4,D
RMUX62,2,3,RMUX66,2,4,6,8,4,D
OMUX41,2,4,RMUX78,2,4,1,7,4,D
RMUX88,3,1,IMUX00,3,1,7,11,4,D
RMUX22,3,1,IMUX04,3,1,5,10,4,D
RMUX76,3,1,IMUX16,3,1,5,11,4,D
RMUX76,3,1,IMUX28,3,1,5,11,4,D
RMUX00,4,1,IMUX48,3,1,0,10,4,D
RMUX34,3,1,IMUX52,3,1,7,10,4,D
RMUX50,3,3,RMUX12,3,1,4,9,4,D
OMUX08,3,1,RMUX18,3,1,2,7,4,D
RMUX50,3,2,RMUX18,3,1,3,9,4,D
RMUX07,3,3,RMUX30,3,1,4,9,4,D
OMUX20,3,1,RMUX42,3,1,2,7,4,D
OMUX32,3,1,RMUX60,3,1,2,7,4,D
RMUX86,5,1,RMUX66,3,1,6,7,4,D
RMUX67,3,2,RMUX72,3,1,3,9,4,D
RMUX67,3,2,RMUX78,3,1,3,9,4,D
RMUX16,3,2,IMUX00,3,2,4,10,4,D
RMUX76,3,2,IMUX08,3,2,5,11,4,D
RMUX10,3,2,IMUX12,3,2,3,10,4,D
RMUX40,3,2,IMUX12,3,2,8,10,4,D
RMUX94,3,2,IMUX16,3,2,8,11,4,D
RMUX04,3,2,IMUX32,3,2,2,10,4,D
RMUX58,3,2,IMUX36,3,2,2,11,4,D
RMUX72,4,2,IMUX36,3,2,1,10,4,D
RMUX58,3,2,IMUX40,3,2,2,11,4,D
RMUX82,3,2,IMUX48,3,2,6,11,4,D
RMUX58,3,2,IMUX52,3,2,2,11,4,D
RMUX76,3,2,IMUX56,3,2,5,11,4,D
RMUX82,3,2,IMUX56,3,2,6,11,4,D
RMUX88,3,2,IMUX56,3,2,7,11,4,D
RMUX25,3,3,RMUX06,3,2,6,9,4,D
RMUX85,3,3,RMUX54,3,2,6,9,4,D
RMUX62,3,1,RMUX66,3,2,6,8,4,D
RMUX86,4,2,RMUX66,3,2,5,7,4,D
RMUX58,3,3,IMUX04,3,3,2,11,4,D
RMUX76,3,3,IMUX08,3,3,5,11,4,D
RMUX52,3,3,IMUX12,3,3,1,11,4,D
RMUX82,3,3,IMUX12,3,3,6,11,4,D
RMUX76,3,3,IMUX16,3,3,5,11,4,D
RMUX34,3,3,IMUX20,3,3,7,10,4,D
RMUX64,3,3,IMUX20,3,3,3,11,4,D
RMUX82,3,3,IMUX20,3,3,6,11,4,D
RMUX64,3,3,IMUX28,3,3,3,11,4,D
RMUX34,3,3,IMUX32,3,3,7,10,4,D
RMUX94,3,3,IMUX32,3,3,8,11,4,D
RMUX40,3,3,IMUX36,3,3,8,10,4,D
RMUX46,3,3,IMUX36,3,3,0,11,4,D
RMUX64,3,3,IMUX36,3,3,3,11,4,D
RMUX58,3,3,IMUX40,3,3,2,11,4,D
RMUX76,3,3,IMUX40,3,3,5,11,4,D
RMUX76,3,3,IMUX52,3,3,5,11,4,D
RMUX52,3,3,IMUX56,3,3,1,11,4,D
RMUX37,3,2,RMUX48,3,3,2,9,4,D
OMUX41,3,3,RMUX72,3,3,1,7,4,D
OMUX47,3,3,RMUX84,3,3,3,7,4,D
RMUX46,3,4,IMUX32,3,4,0,11,4,D
RMUX52,3,4,IMUX36,3,4,1,11,4,D
RMUX94,3,4,IMUX36,3,4,8,11,4,D
RMUX52,3,4,IMUX48,3,4,1,11,4,D
RMUX00,4,4,IMUX48,3,4,0,10,4,D
RMUX34,3,4,IMUX60,3,4,7,10,4,D
RMUX79,5,4,RMUX30,3,4,6,7,4,D
RMUX56,6,4,RMUX36,3,4,0,8,4,D
OMUX20,3,4,RMUX42,3,4,2,7,4,D
RMUX62,3,2,RMUX66,3,4,0,9,4,D
RMUX19,3,1,RMUX78,3,4,1,9,4,D
RMUX40,4,1,IMUX28,4,1,8,10,4,D
RMUX72,5,1,IMUX36,4,1,1,10,4,D
RMUX72,5,1,IMUX44,4,1,1,10,4,D
RMUX34,4,1,IMUX48,4,1,7,10,4,D
RMUX58,4,1,IMUX48,4,1,2,11,4,D
OMUX08,4,1,RMUX18,4,1,2,7,4,D
RMUX07,4,3,RMUX30,4,1,4,9,4,D
RMUX56,6,1,RMUX42,4,1,6,7,4,D
OMUX29,4,1,RMUX54,4,1,1,7,4,D
RMUX46,4,2,IMUX04,4,2,0,11,4,D
RMUX34,4,2,IMUX16,4,2,7,10,4,D
RMUX58,4,2,IMUX16,4,2,2,11,4,D
RMUX28,4,2,IMUX20,4,2,6,10,4,D
RMUX34,4,2,IMUX20,4,2,7,10,4,D
RMUX28,4,2,IMUX24,4,2,6,10,4,D
RMUX46,4,2,IMUX24,4,2,0,11,4,D
RMUX04,4,2,IMUX32,4,2,2,10,4,D
RMUX76,4,2,IMUX36,4,2,5,11,4,D
RMUX94,4,2,IMUX44,4,2,8,11,4,D
RMUX72,5,2,IMUX44,4,2,1,10,4,D
RMUX28,4,2,IMUX48,4,2,6,10,4,D
RMUX46,4,2,IMUX48,4,2,0,11,4,D
RMUX52,4,2,IMUX48,4,2,1,11,4,D
RMUX58,4,2,IMUX52,4,2,2,11,4,D
RMUX76,4,2,IMUX60,4,2,5,11,4,D
RMUX49,5,2,RMUX06,4,2,5,7,4,D
RMUX02,4,1,RMUX12,4,2,6,8,4,D
RMUX26,7,2,RMUX12,4,2,0,8,4,D
RMUX26,6,2,RMUX18,4,2,6,7,4,D
RMUX55,4,1,RMUX24,4,2,6,8,4,D
RMUX79,7,2,RMUX30,4,2,0,8,4,D
RMUX32,4,3,RMUX36,4,2,6,9,4,D
RMUX32,4,1,RMUX42,4,2,6,8,4,D
RMUX86,5,2,RMUX60,4,2,5,7,4,D
RMUX43,5,2,RMUX72,4,2,5,7,4,D
RMUX67,4,2,RMUX78,4,2,1,9,4,D
RMUX82,4,3,IMUX04,4,3,6,11,4,D
RMUX10,4,3,IMUX16,4,3,3,10,4,D
RMUX82,4,3,IMUX20,4,3,6,11,4,D
RMUX88,4,3,IMUX24,4,3,7,11,4,D
RMUX52,4,3,IMUX28,4,3,1,11,4,D
RMUX10,4,3,IMUX40,4,3,3,10,4,D
RMUX10,4,3,IMUX44,4,3,3,10,4,D
RMUX34,4,3,IMUX48,4,3,7,10,4,D
RMUX00,5,3,IMUX48,4,3,0,10,4,D
RMUX34,4,3,IMUX60,4,3,7,10,4,D
RMUX25,4,3,RMUX06,4,3,5,9,4,D
RMUX26,7,3,RMUX18,4,3,0,8,4,D
RMUX55,4,1,RMUX24,4,3,0,9,4,D
RMUX55,4,2,RMUX24,4,3,6,8,4,D
RMUX79,6,3,RMUX24,4,3,6,7,4,D
RMUX79,5,3,RMUX30,4,3,5,7,4,D
RMUX56,5,3,RMUX42,4,3,5,7,4,D
RMUX13,5,3,RMUX54,4,3,5,7,4,D
RMUX86,5,3,RMUX66,4,3,5,7,4,D
RMUX10,4,4,IMUX04,4,4,3,10,4,D
RMUX58,4,4,IMUX12,4,4,2,11,4,D
RMUX46,4,4,IMUX32,4,4,0,11,4,D
RMUX46,4,4,IMUX36,4,4,0,11,4,D
RMUX58,4,4,IMUX48,4,4,2,11,4,D
RMUX76,4,4,IMUX48,4,4,5,11,4,D
RMUX40,4,4,IMUX60,4,4,8,10,4,D
RMUX70,4,4,IMUX60,4,4,4,11,4,D
RMUX26,6,4,RMUX18,4,4,6,7,4,D
OMUX23,4,4,RMUX36,4,4,3,7,4,D
RMUX32,4,2,RMUX42,4,4,0,9,4,D
OMUX41,4,4,RMUX78,4,4,1,7,4,D
OMUX47,4,4,RMUX84,4,4,3,7,4,D
RMUX94,5,1,IMUX20,5,1,8,11,4,D
RMUX28,5,1,IMUX36,5,1,6,10,4,D
RMUX94,5,1,IMUX44,5,1,8,11,4,D
RMUX58,5,1,IMUX52,5,1,2,11,4,D
RMUX76,5,1,IMUX52,5,1,5,11,4,D
RMUX82,5,1,IMUX52,5,1,6,11,4,D
RMUX58,5,1,IMUX56,5,1,2,11,4,D
RMUX88,5,1,IMUX56,5,1,7,11,4,D
RMUX76,5,1,IMUX60,5,1,5,11,4,D
RMUX50,5,2,RMUX18,5,1,3,9,4,D
RMUX50,5,3,RMUX18,5,1,4,9,4,D
RMUX37,5,4,RMUX48,5,1,5,9,4,D
RMUX14,5,2,RMUX66,5,1,3,9,4,D
RMUX43,9,1,RMUX78,5,1,1,8,4,D
RMUX34,5,2,IMUX04,5,2,7,10,4,D
RMUX46,5,2,IMUX08,5,2,0,11,4,D
RMUX46,5,2,IMUX12,5,2,0,11,4,D
RMUX58,5,2,IMUX12,5,2,2,11,4,D
RMUX64,5,2,IMUX12,5,2,3,11,4,D
RMUX94,5,2,IMUX16,5,2,8,11,4,D
RMUX04,5,2,IMUX20,5,2,2,10,4,D
RMUX82,5,2,IMUX24,5,2,6,11,4,D
RMUX88,5,2,IMUX24,5,2,7,11,4,D
RMUX94,5,2,IMUX24,5,2,8,11,4,D
RMUX28,5,2,IMUX28,5,2,6,10,4,D
RMUX76,5,2,IMUX28,5,2,5,11,4,D
RMUX40,5,2,IMUX32,5,2,8,10,4,D
RMUX70,5,2,IMUX40,5,2,4,11,4,D
RMUX52,5,2,IMUX44,5,2,1,11,4,D
RMUX70,5,2,IMUX44,5,2,4,11,4,D
RMUX04,5,2,IMUX48,5,2,2,10,4,D
RMUX70,5,2,IMUX48,5,2,4,11,4,D
RMUX76,5,2,IMUX48,5,2,5,11,4,D
RMUX88,5,2,IMUX48,5,2,7,11,4,D
RMUX10,5,2,IMUX52,5,2,3,10,4,D
RMUX46,5,2,IMUX52,5,2,0,11,4,D
RMUX22,5,2,IMUX56,5,2,5,10,4,D
RMUX82,5,2,IMUX56,5,2,6,11,4,D
RMUX73,5,4,RMUX00,5,2,4,9,4,D
RMUX07,5,2,RMUX06,5,2,4,7,4,D
RMUX25,5,3,RMUX06,5,2,6,9,4,D
RMUX50,5,4,RMUX12,5,2,4,9,4,D
RMUX26,6,2,RMUX18,5,2,5,7,4,D
RMUX25,5,2,RMUX24,5,2,4,7,4,D
RMUX32,5,3,RMUX36,5,2,6,9,4,D
RMUX13,6,2,RMUX54,5,2,5,7,4,D
RMUX86,7,2,RMUX66,5,2,6,7,4,D
OMUX41,5,2,RMUX72,5,2,1,7,4,D
RMUX73,5,2,RMUX72,5,2,4,7,4,D
RMUX92,5,3,RMUX84,5,2,6,9,4,D
RMUX44,5,4,RMUX84,5,2,4,9,4,D
RMUX10,5,3,IMUX04,5,3,3,10,4,D
RMUX82,5,3,IMUX04,5,3,6,11,4,D
RMUX04,5,3,IMUX08,5,3,2,10,4,D
RMUX88,5,3,IMUX08,5,3,7,11,4,D
RMUX52,5,3,IMUX12,5,3,1,11,4,D
RMUX58,5,3,IMUX12,5,3,2,11,4,D
RMUX40,5,3,IMUX16,5,3,8,10,4,D
RMUX64,5,3,IMUX20,5,3,3,11,4,D
RMUX28,5,3,IMUX28,5,3,6,10,4,D
RMUX64,5,3,IMUX32,5,3,3,11,4,D
RMUX04,5,3,IMUX36,5,3,2,10,4,D
RMUX52,5,3,IMUX36,5,3,1,11,4,D
RMUX82,5,3,IMUX36,5,3,6,11,4,D
RMUX76,5,3,IMUX40,5,3,5,11,4,D
RMUX88,5,3,IMUX44,5,3,7,11,4,D
RMUX46,5,3,IMUX52,5,3,0,11,4,D
RMUX88,5,3,IMUX52,5,3,7,11,4,D
RMUX22,5,3,IMUX56,5,3,5,10,4,D
RMUX94,5,3,IMUX56,5,3,8,11,4,D
OMUX01,5,3,IMUX60,5,3,0,9,4,D
RMUX82,5,3,IMUX60,5,3,6,11,4,D
RMUX50,5,2,RMUX18,5,3,2,9,4,D
RMUX79,8,3,RMUX24,5,3,0,8,4,D
RMUX37,5,3,RMUX36,5,3,4,7,4,D
RMUX86,6,3,RMUX60,5,3,5,7,4,D
RMUX86,6,3,RMUX66,5,3,5,7,4,D
RMUX20,7,3,RMUX90,5,3,6,7,4,D
RMUX04,5,4,IMUX08,5,4,2,10,4,D
RMUX28,5,4,IMUX12,5,4,6,10,4,D
RMUX34,5,4,IMUX16,5,4,7,10,4,D
RMUX04,5,4,IMUX20,5,4,2,10,4,D
RMUX46,5,4,IMUX28,5,4,0,11,4,D
RMUX52,5,4,IMUX28,5,4,1,11,4,D
RMUX94,5,4,IMUX28,5,4,8,11,4,D
RMUX34,5,4,IMUX36,5,4,7,10,4,D
RMUX64,5,4,IMUX36,5,4,3,11,4,D
RMUX58,5,4,IMUX44,5,4,2,11,4,D
RMUX72,6,4,IMUX44,5,4,1,10,4,D
RMUX34,5,4,IMUX48,5,4,7,10,4,D
RMUX16,5,4,IMUX52,5,4,4,10,4,D
RMUX22,5,4,IMUX56,5,4,5,10,4,D
RMUX94,5,4,IMUX56,5,4,8,11,4,D
RMUX16,5,4,IMUX60,5,4,4,10,4,D
RMUX25,5,1,RMUX00,5,4,1,9,4,D
OMUX02,5,4,RMUX00,5,4,0,7,4,D
RMUX55,5,2,RMUX24,5,4,0,9,4,D
RMUX55,5,3,RMUX24,5,4,6,8,4,D
RMUX31,5,4,RMUX30,5,4,4,7,4,D
OMUX20,5,4,RMUX42,5,4,2,7,4,D
RMUX56,7,4,RMUX42,5,4,6,7,4,D
RMUX85,5,2,RMUX54,5,4,0,9,4,D
RMUX86,7,4,RMUX60,5,4,6,7,4,D
RMUX62,5,3,RMUX66,5,4,6,8,4,D
RMUX92,5,1,RMUX84,5,4,1,9,4,D
RMUX94,6,1,IMUX00,6,1,8,11,4,D
RMUX46,6,1,IMUX08,6,1,0,11,4,D
