edge
"RMUX49@16,6->RMUX07@17,6"
"RMUX55@16,6->RMUX31@16,5"
"RMUX57@16,6->RMUX45@16,6"
"RMUX68@16,6->RMUX85@15,6"
"RMUX69@16,6->RMUX93@16,5"
"RMUX80@16,6->RMUX26@16,8"
"RMUX86@16,6->RMUX50@17,6"
"RMUX92@16,6->RMUX81@16,6"
"RMUX03@16,7->RMUX15@16,7"
"RMUX08@16,7->RMUX26@15,7"
"RMUX08@16,7->RMUX33@15,7"
"RMUX09@16,7->RMUX38@16,6"
"RMUX09@16,7->RMUX38@16,7"
"RMUX15@16,7->RMUX63@15,7"
"RMUX32@16,7->RMUX33@16,5"
"RMUX38@16,7->RMUX50@15,7"
"RMUX45@16,7->RMUX86@15,7"
"RMUX51@16,7->RMUX15@16,7"
"RMUX57@16,7->RMUX45@16,7"
"RMUX69@16,7->RMUX93@16,6"
"RMUX80@16,7->RMUX26@16,9"
"RMUX03@16,8->RMUX21@16,8"
"RMUX08@16,8->RMUX26@15,8"
"RMUX08@16,8->RMUX27@15,8"
"RMUX08@16,8->RMUX33@15,8"
"RMUX09@16,8->RMUX38@16,7"
"RMUX15@16,8->RMUX63@15,8"
"RMUX33@16,8->RMUX45@16,8"
"RMUX38@16,8->RMUX50@15,8"
"RMUX45@16,8->RMUX86@15,8"
"RMUX57@16,8->RMUX45@16,8"
"RMUX86@16,8->RMUX50@17,8"
"RMUX08@16,9->RMUX26@15,9"
"RMUX08@16,9->RMUX27@15,9"
"RMUX09@16,9->RMUX38@16,8"
"RMUX09@16,9->RMUX38@16,9"
"RMUX15@16,9->RMUX63@15,9"
"RMUX25@16,9->RMUX01@16,9"
"RMUX27@16,9->RMUX15@16,10"
"RMUX32@16,9->RMUX33@16,7"
"RMUX33@16,9->RMUX45@16,9"
"RMUX45@16,9->RMUX86@15,9"
"RMUX51@16,9->RMUX15@16,9"
"RMUX57@16,9->RMUX38@16,10"
"RMUX68@16,9->RMUX80@15,9"
"RMUX68@16,9->RMUX85@15,9"
"RMUX69@16,9->RMUX93@16,8"
"RMUX86@16,9->RMUX50@17,9"
"RMUX92@16,9->RMUX81@16,9"
"RMUX03@17,10->RMUX15@17,10"
"RMUX03@17,10->RMUX21@17,10"
"RMUX08@17,10->RMUX27@16,10"
"RMUX08@17,10->RMUX33@16,10"
"RMUX09@17,10->RMUX38@17,10"
"RMUX09@17,10->RMUX38@17,9"
"RMUX13@17,10->RMUX49@16,10"
"RMUX27@17,10->RMUX15@17,11"
"RMUX32@17,10->RMUX33@17,8"
"RMUX45@17,10->RMUX86@16,10"
"RMUX51@17,10->RMUX15@17,10"
"RMUX55@17,10->RMUX31@17,9"
"RMUX67@17,10->RMUX72@17,10"
"RMUX68@17,10->RMUX80@16,10"
"RMUX80@17,10->RMUX26@17,12"
"RMUX03@17,11->RMUX15@17,11"
"RMUX08@17,11->RMUX27@16,11"
"RMUX15@17,11->RMUX63@16,11"
"RMUX32@17,11->RMUX33@17,9"
"RMUX33@17,11->RMUX45@17,11"
"RMUX38@17,11->RMUX50@16,11"
"RMUX45@17,11->RMUX86@16,11"
"RMUX68@17,11->RMUX80@16,11"
"RMUX73@17,11->RMUX01@17,11"
"RMUX86@17,11->RMUX50@18,11"
"RMUX08@17,12->RMUX27@16,12"
"RMUX08@17,12->RMUX33@16,12"
"RMUX08@17,12->RMUX37@16,12"
"RMUX33@17,12->RMUX45@17,12"
"RMUX57@17,12->RMUX45@17,12"
"RMUX68@17,12->RMUX80@16,12"
"RMUX93@17,12->RMUX86@15,12"
"RMUX03@17,1->RMUX15@17,1"
"RMUX08@17,1->RMUX26@16,1"
"RMUX08@17,1->RMUX33@16,1"
"RMUX09@17,1->RMUX38@17,1"
"RMUX15@17,1->RMUX63@16,1"
"RMUX33@17,1->RMUX45@17,1"
"RMUX92@17,1->RMUX81@17,1"
"RMUX08@17,2->RMUX27@16,2"
"RMUX08@17,2->RMUX37@16,2"
"RMUX09@17,2->RMUX38@17,1"
"RMUX09@17,2->RMUX38@17,2"
"RMUX33@17,2->RMUX45@17,2"
"RMUX38@17,2->RMUX50@16,2"
"RMUX45@17,2->RMUX86@16,2"
"RMUX49@17,2->RMUX07@18,2"
"RMUX55@17,2->RMUX31@17,1"
"RMUX68@17,2->RMUX80@16,2"
"RMUX68@17,2->RMUX85@16,2"
"RMUX69@17,2->RMUX93@17,1"
"RMUX75@17,2->RMUX10@17,1"
"RMUX86@17,2->RMUX50@18,2"
"RMUX03@17,3->RMUX15@17,3"
"RMUX03@17,3->RMUX21@17,3"
"RMUX08@17,3->RMUX26@16,3"
"RMUX08@17,3->RMUX27@16,3"
"RMUX09@17,3->RMUX38@17,2"
"RMUX09@17,3->RMUX38@17,3"
"RMUX27@17,3->RMUX15@17,4"
"RMUX32@17,3->RMUX33@17,1"
"RMUX38@17,3->RMUX50@16,3"
"RMUX45@17,3->RMUX86@16,3"
"RMUX49@17,3->RMUX07@18,3"
"RMUX51@17,3->RMUX15@17,3"
"RMUX55@17,3->RMUX31@17,2"
"RMUX57@17,3->RMUX38@17,4"
"RMUX68@17,3->RMUX80@16,3"
"RMUX68@17,3->RMUX85@16,3"
"RMUX80@17,3->RMUX26@17,5"
"RMUX92@17,3->RMUX81@17,3"
"RMUX03@17,4->RMUX15@17,4"
"RMUX08@17,4->RMUX27@16,4"
"RMUX09@17,4->RMUX38@17,3"
"RMUX09@17,4->RMUX38@17,4"
"RMUX15@17,4->RMUX63@16,4"
"RMUX27@17,4->RMUX15@17,5"
"RMUX38@17,4->RMUX50@16,4"
"RMUX45@17,4->RMUX86@16,4"
"RMUX49@17,4->RMUX07@18,4"
"RMUX51@17,4->RMUX15@17,4"
"RMUX55@17,4->RMUX31@17,3"
"RMUX57@17,4->RMUX45@17,4"
"RMUX57@17,4->RMUX38@17,5"
"RMUX68@17,4->RMUX80@16,4"
"RMUX68@17,4->RMUX85@16,4"
"RMUX80@17,4->RMUX26@17,6"
"RMUX86@17,4->RMUX50@18,4"
"RMUX92@17,4->RMUX81@17,4"
"RMUX03@17,5->RMUX15@17,5"
"RMUX08@17,5->RMUX27@16,5"
"RMUX08@17,5->RMUX33@16,5"
"RMUX08@17,5->RMUX37@16,5"
"RMUX09@17,5->RMUX38@17,4"
"RMUX09@17,5->RMUX38@17,5"
"RMUX14@17,5->RMUX61@17,6"
"RMUX15@17,5->RMUX63@16,5"
"RMUX27@17,5->RMUX15@17,6"
"RMUX32@17,5->RMUX33@17,3"
"RMUX38@17,5->RMUX50@16,5"
"RMUX45@17,5->RMUX86@16,5"
